pc,opcode
32,4
33,3
34,2
35,3
36,8
37,2
38,3
39,2
40,1
41,4
42,3
43,2
44,3
45,8
19,2
20,3
21,2
22,1
23,5
24,3
25,2
26,6
28,2
29,3
30,2
31,1
32,4
33,3
34,2
35,3
36,8
37,2
38,3
39,2
40,1
41,4
42,3
43,2
44,3
45,8
19,2
20,3
21,2
22,1
23,5
24,3
25,2
26,6
28,2
29,3
30,2
31,1
32,4
33,3
34,2
35,3
36,8
37,2
38,3
39,2
40,1
41,4
42,3
43,2
44,3
45,8
19,2
20,3
21,2
22,1
23,5
24,3
25,2
26,6
28,2
29,3
30,2
31,1
32,4
33,3
34,2
35,3
36,8
37,2
38,3
39,2
40,1
41,4
42,3
43,2
44,3
45,8
19,2
20,3
21,2
22,1
23,5
24,3
25,2
26,6
28,2
29,3
30,2
31,1
32,4
33,3
34,2
35,3
36,8
37,2
38,3
39,2
40,1
41,4
42,3
43,2
44,3
45,8
19,2
20,3
21,2
22,1
23,5
24,3
25,2
26,6
28,2
29,3
30,2
31,1
32,4
33,3
34,2
35,3
36,8
37,2
38,3
39,2
40,1
41,4
42,3
43,2
44,3
45,8
19,2
20,3
21,2
22,1
23,5
24,3
25,2
26,6
28,2
29,3
30,2
31,1
32,4
33,3
34,2
35,3
36,8
37,2
38,3
39,2
40,1
41,4
42,3
43,2
44,3
45,8
19,2
20,3
21,2
22,1
23,5
24,3
25,2
26,6
28,2
29,3
30,2
31,1
32,4
33,3
34,2
35,3
36,8
37,2
38,3
39,2
40,1
41,4
42,3
43,2
44,3
45,8
19,2
20,3
21,2
22,1
23,5
24,3
25,2
26,6
28,2
29,3
30,2
31,1
32,4
33,3
34,2
35,3
36,8
37,2
38,3
39,2
40,1
41,4
42,3
43,2
44,3
45,8
19,2
20,3
21,2
22,1
23,5
24,3
25,2
26,6
28,2
29,3
30,2
31,1
32,4
33,3
34,2
35,3
36,8
37,2
38,3
39,2
40,1
41,4
42,3
43,2
44,3
45,8
19,2
20,3
21,2
22,1
23,5
24,3
25,2
26,6
28,2
29,3
30,2
31,1
32,4
33,3
34,2
35,3
36,8
37,2
38,3
39,2
40,1
41,4
42,3
43,2
44,3
45,8
19,2
20,3
21,2
22,1
23,5
24,3
25,2
26,6
28,2
29,3
30,2
31,1
32,4
33,3
34,2
35,3
36,8
37,2
38,3
39,2
40,1
41,4
42,3
43,2
44,3
45,8
19,2
20,3
21,2
22,1
23,5
24,3
25,2
26,6
28,2
29,3
30,2
31,1
32,4
33,3
34,2
35,3
36,8
37,2
38,3
39,2
40,1
41,4
42,3
43,2
44,3
45,8
19,2
20,3
21,2
22,1
23,5
24,3
25,2
26,6
28,2
29,3
30,2
31,1
32,4
33,3
34,2
35,3
36,8
37,2
38,3
39,2
40,1
41,4
42,3
43,2
44,3
45,8
19,2
20,3
21,2
22,1
23,5
24,3
25,2
26,6
28,2
29,3
30,2
31,1
32,4
33,3
34,2
35,3
36,8
37,2
38,3
39,2
40,1
41,4
42,3
43,2
44,3
45,8
19,2
20,3
21,2
22,1
23,5
24,3
25,2
26,6
28,2
29,3
30,2
31,1
32,4
33,3
34,2
35,3
36,8
37,2
38,3
39,2
40,1
41,4
42,3
43,2
44,3
45,8
19,2
20,3
21,2
22,1
23,5
24,3
25,2
26,6
28,2
29,3
30,2
31,1
32,4
33,3
34,2
35,3
36,8
37,2
38,3
39,2
40,1
41,4
42,3
43,2
44,3
45,8
19,2
20,3
21,2
22,1
23,5
24,3
25,2
26,6
28,2
29,3
30,2
31,1
32,4
33,3
34,2
35,3
36,8
37,2
38,3
39,2
40,1
41,4
42,3
43,2
44,3
45,8
19,2
20,3
21,2
22,1
23,5
24,3
25,2
26,6
28,2
29,3
30,2
31,1
32,4
33,3
34,2
35,3
36,8
37,2
38,3
39,2
40,1
41,4
42,3
43,2
44,3
45,8
19,2
20,3
21,2
22,1
23,5
24,3
25,2
26,6
28,2
29,3
30,2
31,1
32,4
33,3
34,2
35,3
36,8
37,2
38,3
39,2
40,1
41,4
42,3
43,2
44,3
45,8
19,2
20,3
21,2
22,1
23,5
24,3
25,2
26,6
28,2
29,3
30,2
31,1
32,4
33,3
34,2
35,3
36,8
37,2
38,3
39,2
40,1
41,4
42,3
43,2
44,3
45,8
19,2
20,3
21,2
22,1
23,5
24,3
25,2
26,6
28,2
29,3
30,2
31,1
32,4
33,3
34,2
35,3
36,8
37,2
38,3
39,2
40,1
41,4
42,3
43,2
44,3
45,8
19,2
20,3
21,2
22,1
23,5
24,3
25,2
26,6
28,2
29,3
30,2
31,1
32,4
33,3
34,2
35,3
36,8
37,2
38,3
39,2
40,1
41,4
42,3
43,2
44,3
45,8
19,2
20,3
21,2
22,1
23,5
24,3
25,2
26,6
28,2
29,3
30,2
31,1
32,4
33,3
34,2
35,3
36,8
37,2
38,3
39,2
40,1
41,4
42,3
43,2
44,3
45,8
19,2
20,3
21,2
22,1
23,5
24,3
25,2
26,6
28,2
29,3
30,2
31,1
32,4
33,3
34,2
35,3
36,8
37,2
38,3
39,2
40,1
41,4
42,3
43,2
44,3
45,8
19,2
20,3
21,2
22,1
23,5
24,3
25,2
26,6
28,2
29,3
30,2
31,1
32,4
33,3
34,2
35,3
36,8
37,2
38,3
39,2
40,1
41,4
42,3
43,2
44,3
45,8
19,2
20,3
21,2
22,1
23,5
24,3
25,2
26,6
28,2
29,3
30,2
31,1
32,4
33,3
34,2
35,3
36,8
37,2
38,3
39,2
40,1
41,4
42,3
43,2
44,3
45,8
19,2
20,3
21,2
22,1
23,5
24,3
25,2
26,6
28,2
29,3
30,2
31,1
32,4
33,3
34,2
35,3
36,8
37,2
38,3
39,2
40,1
41,4
42,3
43,2
44,3
45,8
19,2
20,3
21,2
22,1
23,5
24,3
25,2
26,6
28,2
29,3
30,2
31,1
32,4
33,3
34,2
35,3
36,8
37,2
38,3
39,2
40,1
41,4
42,3
43,2
44,3
45,8
19,2
20,3
21,2
22,1
23,5
24,3
25,2
26,6
28,2
29,3
30,2
31,1
32,4
33,3
34,2
35,3
36,8
37,2
38,3
39,2
40,1
41,4
42,3
43,2
44,3
45,8
19,2
20,3
21,2
22,1
23,5
24,3
25,2
26,6
28,2
29,3
30,2
31,1
32,4
33,3
34,2
35,3
36,8
37,2
38,3
39,2
40,1
41,4
42,3
43,2
44,3
45,8
19,2
20,3
21,2
22,1
23,5
24,3
25,2
26,6
28,2
29,3
30,2
31,1
32,4
33,3
34,2
35,3
36,8
37,2
38,3
39,2
40,1
41,4
42,3
43,2
44,3
45,8
19,2
20,3
21,2
22,1
23,5
24,3
25,2
26,6
28,2
29,3
30,2
31,1
32,4
33,3
34,2
35,3
36,8
37,2
38,3
39,2
40,1
41,4
42,3
43,2
44,3
45,8
19,2
20,3
21,2
22,1
23,5
24,3
25,2
26,6
28,2
29,3
30,2
31,1
32,4
33,3
34,2
35,3
36,8
37,2
38,3
39,2
40,1
41,4
42,3
43,2
44,3
45,8
19,2
20,3
21,2
22,1
23,5
24,3
25,2
26,6
28,2
29,3
30,2
31,1
32,4
33,3
34,2
35,3
36,8
37,2
38,3
39,2
40,1
41,4
42,3
43,2
44,3
45,8
19,2
20,3
21,2
22,1
23,5
24,3
25,2
26,6
28,2
29,3
30,2
31,1
32,4
33,3
34,2
35,3
36,8
37,2
38,3
39,2
40,1
41,4
42,3
43,2
44,3
45,8
19,2
20,3
21,2
22,1
23,5
24,3
25,2
26,6
28,2
29,3
30,2
31,1
32,4
33,3
34,2
35,3
36,8
37,2
38,3
39,2
40,1
41,4
42,3
43,2
44,3
45,8
19,2
20,3
21,2
22,1
23,5
24,3
25,2
26,6
28,2
29,3
30,2
31,1
32,4
33,3
34,2
35,3
36,8
37,2
38,3
39,2
40,1
41,4
42,3
43,2
44,3
45,8
19,2
20,3
21,2
22,1
23,5
24,3
25,2
26,6
27,8
46,8
47,2
48,3
49,2
50,1
51,4
52,3
53,2
54,3
55,8
7,2
8,3
9,2
10,1
11,5
12,3
13,2
14,6
16,1
17,3
18,8
19,2
20,3
21,2
22,1
23,5
24,3
25,2
26,6
28,2
29,3
30,2
31,1
32,4
33,3
34,2
35,3
36,8
37,2
38,3
39,2
40,1
41,4
42,3
43,2
44,3
45,8
19,2
20,3
21,2
22,1
23,5
24,3
25,2
26,6
28,2
29,3
30,2
31,1
32,4
33,3
34,2
35,3
36,8
37,2
38,3
39,2
40,1
41,4
42,3
43,2
44,3
45,8
19,2
20,3
21,2
22,1
23,5
24,3
25,2
26,6
28,2
29,3
30,2
31,1
32,4
33,3
34,2
35,3
36,8
37,2
38,3
39,2
40,1
41,4
42,3
43,2
44,3
45,8
19,2
20,3
21,2
22,1
23,5
24,3
25,2
26,6
28,2
29,3
30,2
31,1
32,4
33,3
34,2
35,3
36,8
37,2
38,3
39,2
40,1
41,4
42,3
43,2
44,3
45,8
19,2
20,3
21,2
22,1
23,5
24,3
25,2
26,6
28,2
29,3
30,2
31,1
32,4
33,3
34,2
35,3
36,8
37,2
38,3
39,2
40,1
41,4
42,3
43,2
44,3
45,8
19,2
20,3
21,2
22,1
23,5
24,3
25,2
26,6
28,2
29,3
30,2
31,1
32,4
33,3
34,2
35,3
36,8
37,2
38,3
39,2
40,1
41,4
42,3
43,2
44,3
45,8
19,2
20,3
21,2
22,1
23,5
24,3
25,2
26,6
28,2
29,3
30,2
31,1
32,4
33,3
34,2
35,3
36,8
37,2
38,3
39,2
40,1
41,4
42,3
43,2
44,3
45,8
19,2
20,3
21,2
22,1
23,5
24,3
25,2
26,6
28,2
29,3
30,2
31,1
32,4
33,3
34,2
35,3
36,8
37,2
38,3
39,2
40,1
41,4
42,3
43,2
44,3
45,8
19,2
20,3
21,2
22,1
23,5
24,3
25,2
26,6
28,2
29,3
30,2
31,1
32,4
33,3
34,2
35,3
36,8
37,2
38,3
39,2
40,1
41,4
42,3
43,2
44,3
45,8
19,2
20,3
21,2
22,1
23,5
24,3
25,2
26,6
28,2
29,3
30,2
31,1
32,4
33,3
34,2
35,3
36,8
37,2
38,3
39,2
40,1
41,4
42,3
43,2
44,3
45,8
19,2
20,3
21,2
22,1
23,5
24,3
25,2
26,6
28,2
29,3
30,2
31,1
32,4
33,3
34,2
35,3
36,8
37,2
38,3
39,2
40,1
41,4
42,3
43,2
44,3
45,8
19,2
20,3
21,2
22,1
23,5
24,3
25,2
26,6
28,2
29,3
30,2
31,1
32,4
33,3
34,2
35,3
36,8
37,2
38,3
39,2
40,1
41,4
42,3
43,2
44,3
45,8
19,2
20,3
21,2
22,1
23,5
24,3
25,2
26,6
28,2
29,3
30,2
31,1
32,4
33,3
34,2
35,3
36,8
37,2
38,3
39,2
40,1
41,4
42,3
43,2
44,3
45,8
19,2
20,3
21,2
22,1
23,5
24,3
25,2
26,6
28,2
29,3
30,2
31,1
32,4
33,3
34,2
35,3
36,8
37,2
38,3
39,2
40,1
41,4
42,3
43,2
44,3
45,8
19,2
20,3
21,2
22,1
23,5
24,3
25,2
26,6
28,2
29,3
30,2
31,1
32,4
33,3
34,2
35,3
36,8
37,2
38,3
39,2
40,1
41,4
42,3
43,2
44,3
45,8
19,2
20,3
21,2
22,1
23,5
24,3
25,2
26,6
28,2
29,3
30,2
31,1
32,4
33,3
34,2
35,3
36,8
37,2
38,3
39,2
40,1
41,4
42,3
43,2
44,3
45,8
19,2
20,3
21,2
22,1
23,5
24,3
25,2
26,6
28,2
29,3
30,2
31,1
32,4
33,3
34,2
35,3
36,8
37,2
38,3
39,2
40,1
41,4
42,3
43,2
44,3
45,8
19,2
20,3
21,2
22,1
23,5
24,3
25,2
26,6
28,2
29,3
30,2
31,1
32,4
33,3
34,2
35,3
36,8
37,2
38,3
39,2
40,1
41,4
42,3
43,2
44,3
45,8
19,2
20,3
21,2
22,1
23,5
24,3
25,2
26,6
28,2
29,3
30,2
31,1
32,4
33,3
34,2
35,3
36,8
37,2
38,3
39,2
40,1
41,4
42,3
43,2
44,3
45,8
19,2
20,3
21,2
22,1
23,5
24,3
25,2
26,6
28,2
29,3
30,2
31,1
32,4
33,3
34,2
35,3
36,8
37,2
38,3
39,2
40,1
41,4
42,3
43,2
44,3
45,8
19,2
20,3
21,2
22,1
23,5
24,3
25,2
26,6
28,2
29,3
30,2
31,1
32,4
33,3
34,2
35,3
36,8
37,2
38,3
39,2
40,1
41,4
42,3
43,2
44,3
45,8
19,2
20,3
21,2
22,1
23,5
24,3
25,2
26,6
28,2
29,3
30,2
31,1
32,4
33,3
34,2
35,3
36,8
37,2
38,3
39,2
40,1
41,4
42,3
43,2
44,3
45,8
19,2
20,3
21,2
22,1
23,5
24,3
25,2
26,6
28,2
29,3
30,2
31,1
32,4
33,3
34,2
35,3
36,8
37,2
38,3
39,2
40,1
41,4
42,3
43,2
44,3
45,8
19,2
20,3
21,2
22,1
23,5
24,3
25,2
26,6
28,2
29,3
30,2
31,1
32,4
33,3
34,2
35,3
36,8
37,2
38,3
39,2
40,1
41,4
42,3
43,2
44,3
45,8
19,2
20,3
21,2
22,1
23,5
24,3
25,2
26,6
28,2
29,3
30,2
31,1
32,4
33,3
34,2
35,3
36,8
37,2
38,3
39,2
40,1
41,4
42,3
43,2
44,3
45,8
19,2
20,3
21,2
22,1
23,5
24,3
25,2
26,6
28,2
29,3
30,2
31,1
32,4
33,3
34,2
35,3
36,8
37,2
38,3
39,2
40,1
41,4
42,3
43,2
44,3
45,8
19,2
20,3
21,2
22,1
23,5
24,3
25,2
26,6
28,2
29,3
30,2
31,1
32,4
33,3
34,2
35,3
36,8
37,2
38,3
39,2
40,1
41,4
42,3
43,2
44,3
45,8
19,2
20,3
21,2
22,1
23,5
24,3
25,2
26,6
28,2
29,3
30,2
31,1
32,4
33,3
34,2
35,3
36,8
37,2
38,3
39,2
40,1
41,4
42,3
43,2
44,3
45,8
19,2
20,3
21,2
22,1
23,5
24,3
25,2
26,6
28,2
29,3
30,2
31,1
32,4
33,3
34,2
35,3
36,8
37,2
38,3
39,2
40,1
41,4
42,3
43,2
44,3
45,8
19,2
20,3
21,2
22,1
23,5
24,3
25,2
26,6
28,2
29,3
30,2
31,1
32,4
33,3
34,2
35,3
36,8
37,2
38,3
39,2
40,1
41,4
42,3
43,2
44,3
45,8
19,2
20,3
21,2
22,1
23,5
24,3
25,2
26,6
28,2
29,3
30,2
31,1
32,4
33,3
34,2
35,3
36,8
37,2
38,3
39,2
40,1
41,4
42,3
43,2
44,3
45,8
19,2
20,3
21,2
22,1
23,5
24,3
25,2
26,6
28,2
29,3
30,2
31,1
32,4
33,3
34,2
35,3
36,8
37,2
38,3
39,2
40,1
41,4
42,3
43,2
44,3
45,8
19,2
20,3
21,2
22,1
23,5
24,3
25,2
26,6
28,2
29,3
30,2
31,1
32,4
33,3
34,2
35,3
36,8
37,2
38,3
39,2
40,1
41,4
42,3
43,2
44,3
45,8
19,2
20,3
21,2
22,1
23,5
24,3
25,2
26,6
28,2
29,3
30,2
31,1
32,4
33,3
34,2
35,3
36,8
37,2
38,3
39,2
40,1
41,4
42,3
43,2
44,3
45,8
19,2
20,3
21,2
22,1
23,5
24,3
25,2
26,6
28,2
29,3
30,2
31,1
32,4
33,3
34,2
35,3
36,8
37,2
38,3
39,2
40,1
41,4
42,3
43,2
44,3
45,8
19,2
20,3
21,2
22,1
23,5
24,3
25,2
26,6
28,2
29,3
30,2
31,1
32,4
33,3
34,2
35,3
36,8
37,2
38,3
39,2
40,1
41,4
42,3
43,2
44,3
45,8
19,2
20,3
21,2
22,1
23,5
24,3
25,2
26,6
28,2
29,3
30,2
31,1
32,4
33,3
34,2
35,3
36,8
37,2
38,3
39,2
40,1
41,4
42,3
43,2
44,3
45,8
19,2
20,3
21,2
22,1
23,5
24,3
25,2
26,6
28,2
29,3
30,2
31,1
32,4
33,3
34,2
35,3
36,8
37,2
38,3
39,2
40,1
41,4
42,3
43,2
44,3
45,8
19,2
20,3
21,2
22,1
